Region,County,Town,102_1,102_2,102_3,102_4,102_5,102_6,102_7,102_8,102_9,102_10,102_11,102_12,103_1,103_2,103_3,103_4,103_5,103_6,103_7,103_8,103_9,103_10,103_11,103_12,104_1,104_2,104_3,104_4,104_5,104_6,104_7,104_8,104_9,104_10,104_11,104_12,Factory_cnt_102,Factory_cnt_103,Factory_cnt_104,Factory_employee_102,Factory_employee_103,Factory_employee_104,Factory_to_102,Factory_to_103,Factory_to_104,To_employee_102,To_employee_103,To_employee_104,To_factory_102,To_factory_103,To_factory_104,
A640090004,高雄市,前鎮區,110941.24,102602.15,114521.87,134325.88,152816.50,169869.59,190677.50,173870.75,156493.43,139528.17,114752.64,64648.41,110339.2304,97950.78644,119508.3102,132299.1097,158048.3509,177449.307,194697.1344,166894.6229,153174.6977,139929.2611,120132.7514,122809.2546,109556.66,101287.42,113575.25,130710.49,153865.41,171914.29,191411.67,175304.73,158392.50,145449.49,124225.00,118403.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090006,高雄市,前鎮區,370530.08,339342.07,382057.04,432994.42,490481.95,535484.16,596688.12,552565.39,507469.22,462102.26,381302.73,200926.69,296453.2461,255744.858,322114.5245,352801.8397,424924.8095,477143.8913,525487.711,442064.6708,407265.7612,384154.8668,331831.0098,330832.5767,294350.68,264456.65,306122.96,348565.47,413678.66,462260.77,516620.24,464341.07,421139.02,399309.83,343134.63,318964.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090010,高雄市,前鎮區,395130.50,361493.18,407947.13,459305.00,542228.81,590116.53,660967.43,610823.89,550782.13,505291.73,417196.76,268018.61,400351.847,352826.1531,435394.7581,481212.4066,583173.3384,633642.3266,706655.4707,618862.7419,562868.1801,533912.4204,452096.722,472155.531,397512.39,364844.96,413779.33,475434.11,567738.95,613877.69,694730.84,650048.30,582041.94,554975.34,467497.12,455218.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090021,高雄市,前鎮區,1087959.14,1009487.48,1175365.89,1311410.55,1531064.97,1648466.42,1825466.78,1701493.41,1541387.40,1404833.85,1157296.63,639846.34,976038.7409,853941.3508,1090046.834,1187152.091,1436570.888,1515803.56,1650514.653,1439955.01,1322430.002,1259612.01,1067171.535,1083560.173,969116.28,883030.34,1035930.82,1172897.02,1398550.30,1468522.46,1622662.64,1512516.82,1367477.77,1309303.88,1103524.08,1044690.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090022,高雄市,前鎮區,493633.29,457520.33,522717.08,591882.47,689892.10,756584.60,821646.24,754444.88,686589.50,629097.30,511508.43,233077.50,356684.8027,296026.5276,387854.4833,416067.7534,511983.2978,546018.175,627595.4632,525108.7851,497496.7866,452406.4619,393024.4817,400516.2736,354155.05,306110.49,368599.22,411071.70,498433.04,528986.72,617004.95,551569.92,514443.71,470253.96,406412.62,386148.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090028,高雄市,前鎮區,374137.95,349327.37,398220.72,435141.59,480329.65,534436.43,579248.17,543191.43,507143.79,465363.01,396635.88,152043.34,271653.9394,238225.8329,291799.4446,320673.1451,376035.1659,426521.1516,466813.9055,398854.8481,371375.4333,337054.5797,294410.2259,301334.2841,269727.26,246340.85,277312.89,316822.57,366082.94,413217.06,458936.54,418953.83,384026.11,350351.43,304439.13,290524.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090034,高雄市,前鎮區,561778.88,513141.69,571982.07,630613.05,692647.06,773527.43,850078.92,793185.76,732454.25,662276.71,565401.05,215739.78,532610.0858,463874.3155,586903.4037,615877.3851,719306.5589,787019.7613,859157.768,738577.9182,700053.8831,636808.5921,562999.052,573464.438,528832.60,479675.91,557766.24,608482.06,700269.24,762470.96,844659.70,775796.13,723900.79,661930.78,582177.27,552892.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090035,高雄市,前鎮區,397659.61,363737.94,406274.37,452140.39,519492.51,568109.25,632721.20,586318.20,532489.11,481512.68,400595.22,233701.26,375745.7405,330645.6968,405734.3393,440818.9505,522712.4683,574514.0617,635136.2419,550679.7121,501276.4739,468297.9312,396725.4021,420169.1377,373080.80,341908.94,385591.42,435525.69,508878.25,556593.76,624418.48,578429.41,518352.15,486772.35,410239.61,405096.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090036,高雄市,前鎮區,500818.85,463995.28,520274.37,580223.76,646314.47,723889.88,790085.29,739558.87,682317.03,615911.11,515024.09,194454.76,473759.7253,421255.4317,535500.149,579005.5256,680751.1945,751277.5774,815755.8314,709152.9433,670013.8775,618344.1566,548081.4993,544174.1883,470399.63,435605.24,508914.93,572052.95,662734.29,727843.65,801990.16,744888.38,692837.49,642737.92,566751.56,524653.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090039,高雄市,前鎮區,740184.67,672659.58,759281.87,846068.05,992544.23,1068932.18,1188908.40,1114285.02,1020924.22,925594.67,762796.82,499475.37,665762.1339,567978.5098,718291.3346,814386.7737,1001084.945,1079394.958,1194406.576,1010082.695,910501.5908,904304.8378,747744.4531,735556.2911,661040.28,587326.35,682631.34,804607.79,974590.02,1045726.36,1174251.27,1060982.50,941517.27,939979.79,773215.91,709170.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090041,高雄市,前鎮區,591473.83,535875.06,622673.33,653169.73,762853.35,886817.86,918470.58,887726.79,802304.34,743314.61,569297.45,281708.54,563859.9726,489675.6005,630385.9292,646671.98,775106.0705,863524.7322,885805.8984,791789.4287,746038.1957,695401.5228,629854.2796,598428.7771,559860.85,506356.10,599090.05,638906.88,754591.95,836589.58,870858.15,831689.06,771451.53,722835.21,651309.88,576961.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090043,高雄市,前鎮區,479057.14,434413.01,514012.09,539091.98,632142.99,718547.92,735914.98,724101.44,651692.69,604212.47,454373.60,244564.47,394609.087,338620.6741,449230.0914,453073.2374,544258.4282,606579.3763,630698.608,566283.4432,539873.8769,506914.9927,465346.0033,423135.4461,391810.36,350155.58,426927.80,447632.83,529853.97,587658.89,620055.73,594819.44,558264.35,526912.86,481197.73,407956.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640080078,高雄市,苓雅區,1271719.56,1173270.90,1353144.90,1476966.10,1713163.90,1772596.43,1912842.32,1779099.30,1634801.18,1546560.61,1297324.29,748855.98,1190482.734,1057510.019,1337127.783,1454300.887,1745703.805,1856300.475,1996270.23,1768065.241,1599624.839,1580749.472,1342065.239,1386744.388,1182039.35,1093533.45,1270745.29,1436837.95,1699501.64,1798398.56,1962583.68,1857161.09,1654115.08,1643110.26,1387781.87,1336998.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090005,高雄市,前鎮區,113593.22,102796.66,117741.29,130883.57,147553.23,160771.09,175789.19,163579.46,151915.40,138883.24,114091.89,55338.24,102376.9587,81697.12738,101122.906,107468.2155,130699.7162,139743.2973,157168.0711,133086.3023,124819.8386,113830.7221,96966.67944,101019.6507,101650.86,84480.09,96102.60,106177.76,127240.59,135384.41,154515.90,139792.75,129071.75,118321.36,100269.79,97395.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090007,高雄市,前鎮區,134981.06,124332.61,145986.52,160394.92,186634.76,196692.46,217938.04,217462.03,204201.42,183344.59,149525.97,83812.21,89903.2703,81849.57437,106231.5264,117341.8561,137968.976,148791.9539,159896.818,148994.2533,135714.2569,139146.8089,106532.1573,116085.0829,89265.64,84637.73,100957.60,115932.84,134317.46,144150.82,157198.60,156502.33,140337.28,144636.17,110161.11,111920.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090009,高雄市,前鎮區,907651.49,822476.98,927958.83,1064175.52,1216386.90,1340741.81,1486713.56,1371217.32,1252202.94,1138971.98,940432.14,461041.68,760726.3183,649794.3919,827243.646,905813.6584,1113095.788,1195544.435,1342393.803,1135010.461,1063831.066,976072.6284,849771.3106,862608.4485,755330.94,671929.24,786174.65,894936.84,1083636.36,1158252.89,1319741.25,1192205.59,1100069.82,1014578.83,878718.25,831664.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090014,高雄市,前鎮區,515221.44,469986.97,530196.03,600225.21,680975.59,735371.45,818371.79,767023.30,699785.35,642721.96,544612.10,278327.81,461388.7352,401009.9806,511355.9038,552500.7924,658806.1832,702418.4175,776948.3653,667804.7404,617644.9722,569736.842,473900.7414,491665.0842,458116.38,414670.14,485969.34,545866.48,641370.08,680508.51,763837.56,701456.57,638684.67,592213.04,490043.88,474027.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090016,高雄市,前鎮區,14052.71,12607.80,13849.39,15386.14,17431.33,19464.86,22085.50,20201.72,18102.38,16727.24,14258.48,8447.75,14263.35145,12241.43308,14640.92743,15666.76317,18454.70614,19856.23781,21739.6002,18967.37152,17324.65619,16533.00081,14626.57469,15012.01606,14162.19,12658.43,13914.07,15478.64,17966.28,19236.88,21372.75,19923.17,17914.81,17185.23,15124.82,14473.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090023,高雄市,前鎮區,306712.24,280202.11,315519.67,349869.35,406428.09,440063.66,489661.55,456900.53,416382.93,378650.87,312947.06,189333.04,270191.8497,235822.2205,288304.2222,312737.4146,376916.7583,407584.7762,453566.1022,398497.0578,361296.3607,343060.0722,289670.2406,304858.2988,268275.54,243855.36,273991.19,308982.13,366941.20,394871.35,445912.29,418578.01,373603.70,356593.84,299537.68,293922.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090032,高雄市,前鎮區,355261.35,325600.00,368882.91,416847.03,478921.87,524602.99,583903.82,543489.51,495735.69,453988.66,378690.28,221013.02,334537.2231,293051.5291,364686.758,397784.755,475277.5456,524580.4163,581345.1001,508199.2458,468658.447,440776.4668,374644.5334,390563.5772,332164.55,303034.15,346581.67,393008.24,462698.75,508217.65,571535.05,533808.28,484623.01,458165.16,387406.57,376553.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090037,高雄市,前鎮區,339394.53,310424.57,347465.07,393510.93,466179.52,510453.87,573718.94,526967.21,472024.83,420567.19,336216.86,211657.15,309009.188,267339.8516,332002.12,383777.3167,479663.7108,508914.6274,556644.6158,480849.4491,430196.3256,404747.312,330042.9394,348005.7589,306817.57,276446.62,315519.68,379169.00,466968.83,493040.51,547251.38,505080.28,444850.70,420714.65,341285.65,335521.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090038,高雄市,前鎮區,268009.38,242359.82,277047.80,298009.00,345537.26,382800.61,403378.56,386096.00,350069.21,321870.75,253923.77,124516.59,251337.4064,220935.4492,278050.1003,289997.6402,345783.8071,385979.3888,398086.7015,352015.3414,333307.1462,314985.0748,281365.3903,275302.9598,249554.82,228461.48,264246.14,286515.41,336632.22,373939.88,391369.09,369754.00,344661.05,327411.28,290949.93,265427.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090040,高雄市,前鎮區,651447.86,602857.26,700931.26,748278.19,846324.99,923655.06,992897.42,984986.72,919017.84,863605.20,704954.94,332898.15,549363.3064,470924.7662,620161.7014,635170.0979,774313.0523,812386.7407,874710.4149,767782.8324,724075.8205,670794.5224,608620.6792,587244.6358,545467.00,486966.53,589373.41,627543.11,753819.92,787046.69,859949.90,806472.73,748741.02,697257.46,629352.97,566178.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090050,高雄市,前鎮區,274269.39,247315.29,287413.22,296470.99,353716.65,413632.72,418345.92,406902.26,361700.93,330885.73,247104.46,126080.20,253490.4164,211666.4713,281439.8042,280234.3547,348934.6684,401194.7065,403999.1627,349993.1244,332732.9943,308247.5895,281736.1505,250552.5965,251692.56,218876.76,267467.56,276869.36,339699.69,388680.60,397181.78,367629.88,344067.34,320408.00,291333.32,241564.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090062,高雄市,前鎮區,443644.96,401113.38,444287.51,489144.23,585944.51,613172.19,694719.38,653489.02,576317.16,544196.27,432446.03,245556.30,406439.6038,363109.3329,431490.3095,473195.5822,583225.6632,625130.5153,684066.5077,611529.1731,536708.2133,522709.2279,418974.3164,454685.1164,403556.97,375478.43,410068.72,467513.55,567789.89,605631.38,672523.06,642345.18,554990.85,543330.18,433246.42,438374.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090068,高雄市,前鎮區,349993.29,330370.58,371523.72,417698.23,448049.74,543257.28,574124.06,533868.07,508315.26,418734.90,386528.62,142915.47,323030.533,283346.8723,355862.0397,390607.7045,437463.2546,514174.5246,561221.7233,464501.3385,459371.6461,402336.4027,383047.2693,345500.6342,320739.47,292998.91,338195.06,385917.37,425885.26,498136.34,551751.25,487908.36,475019.86,418208.63,396095.54,333106.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090072,高雄市,前鎮區,307359.59,283414.08,320499.61,350836.29,370934.12,462050.98,476580.39,444416.08,429903.11,342853.12,329008.23,177905.45,297495.3673,255738.9203,314944.2837,358960.5218,392263.2621,472000.6529,498790.4007,416900.1255,421425.0246,358763.4517,358686.3395,312537.0225,295385.41,264450.51,299308.69,354650.20,381881.54,457277.96,490373.44,437908.44,435780.61,372916.72,370904.77,301325.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090075,高雄市,前鎮區,458091.92,415073.97,463509.37,469861.76,555240.06,613796.86,635566.79,618006.32,558132.09,524913.67,349645.12,116715.31,439282.4284,367121.4815,460030.7673,470574.1749,571800.4101,648507.1311,656177.6707,587208.8462,540549.0767,511251.3623,458506.9224,469730.7173,436166.86,379627.25,437192.27,464923.62,556667.02,628278.83,645104.84,616799.31,558962.55,531420.30,474125.68,452880.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090077,高雄市,前鎮區,424510.52,389154.78,442431.78,482808.27,522920.65,662017.17,679041.93,624618.61,589325.25,470002.52,440316.42,204491.29,414830.4853,354654.6563,443536.4365,488706.2511,531139.1095,685796.8663,704889.2664,585786.7291,581060.7803,493471.7409,485055.1629,429448.915,411888.34,366735.75,421516.81,482837.97,517081.87,664405.42,692994.44,615305.53,600854.26,512939.27,501578.27,414043.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090085,高雄市,前鎮區,25314.21,21926.22,24097.29,29289.10,32566.50,33790.16,35471.47,33799.99,32149.90,27935.13,25242.22,8128.02,12649.2234,10257.73649,12610.93738,14433.48422,16746.17787,18676.46832,20364.12949,17236.85522,16532.09433,15643.36699,14560.87278,13346.95648,12559.51,10607.16,11984.86,14260.17,16302.97,18093.91,20020.49,18105.45,17095.25,16260.50,15056.88,12868.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090087,高雄市,前鎮區,515258.82,468793.57,538192.28,587438.60,643583.16,786624.30,801148.91,764484.52,712995.82,610857.45,520293.38,84356.09,471511.6913,375243.4613,526388.1273,517934.4167,634702.6849,702512.688,783024.0611,614981.3804,659100.1471,529568.7681,555907.3273,438642.4278,468167.54,388025.90,500255.28,511715.17,617904.51,680599.84,769810.73,645971.35,681551.99,550460.33,574843.97,422907.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090089,高雄市,前鎮區,299273.51,276359.38,323302.15,344431.98,390275.99,464991.57,477488.85,457383.77,430368.16,372550.70,300714.02,46978.63,226554.2039,194243.9972,246503.9428,267843.5688,296030.5776,360381.7857,367839.0094,317201.7388,309227.7075,277087.6149,264700.5576,230054.4397,224947.39,200860.80,234266.11,264627.36,288195.77,349140.72,361631.82,333186.08,319761.36,288018.76,273717.42,221801.85,8,8,8,96,113,111,4947,4687,3663,51530,41481,32999,618.4,585.9,457.9,
A640090092,高雄市,前鎮區,511062.84,469254.80,541332.97,584773.86,655845.64,806738.37,828401.93,796944.35,734267.52,634221.60,517646.76,39674.82,477983.5625,380161.5399,537585.2027,520956.566,650586.1501,720906.5512,805064.1927,621832.3007,665580.5849,540908.8407,570084.3168,448593.9833,474593.51,393111.51,510896.47,514701.03,633367.60,698419.96,791478.94,653167.50,688253.18,562247.77,589503.89,432501.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640100001,高雄市,旗津區,487203.52,462688.55,526214.60,577616.72,645231.71,719980.08,778831.33,721344.55,667198.11,611254.15,521505.67,181271.16,338001.3722,289175.3585,381991.6495,387762.6922,457562.6289,488161.0909,548801.3527,460154.3793,452548.6668,405065.6341,366134.7054,356305.78,335604.13,299025.94,363027.45,383106.52,445452.68,472934.32,539540.47,483342.35,467964.46,421045.53,378606.86,343524.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640100003,高雄市,旗津區,352257.90,326087.26,363319.23,419743.90,464367.23,528076.93,580391.07,530304.16,486822.93,426801.42,359192.07,126391.09,353995.63,310611.7509,381969.9628,418861.9454,488707.2387,563568.8165,618037.8713,520280.3197,485518.2482,435857.0678,382991.2186,385107.3392,351484.95,321192.55,363006.84,413832.34,475773.01,545989.92,607608.64,546498.14,502057.13,453051.69,396037.58,371292.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640100006,高雄市,旗津區,451902.41,406193.96,454856.93,496867.37,544848.01,604079.02,652951.70,614572.44,573003.64,517540.09,444671.97,169251.59,507116.495,429243.0581,567309.04,566410.5781,676045.6875,713084.2058,801573.6202,675968.5805,668107.5262,597989.3467,549364.0597,525236.5822,503519.82,443864.96,539144.65,559609.24,658153.32,690841.61,788047.27,710031.80,690866.20,621580.11,568077.81,506395.12,8,8,8,97,93,94,471,463,464,4858,4982,4932,58.9,57.9,57.9,
A640090051,高雄市,前鎮區,333876.32,304727.70,343745.29,379023.50,452313.20,475412.72,533419.18,501300.89,445666.53,420027.65,333873.93,189957.66,263763.8699,245894.9394,302147.4788,335903.9737,406877.2592,443218.9201,482132.4317,438935.3145,383487.0872,380625.7798,297980.961,317957.5598,261893.15,254271.20,287147.19,331870.51,396108.76,429393.99,473996.57,461054.02,396550.34,395641.52,308131.50,306551.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090053,高雄市,前鎮區,246871.00,222922.61,260355.92,269426.56,325720.34,385728.65,389050.65,377474.35,332687.56,300781.08,217351.16,109254.24,236813.356,203829.1256,263551.0042,268297.378,325448.1184,383172.7126,375370.6946,329923.7926,308276.1807,295593.7839,261706.1696,247664.2031,235133.78,210772.44,250466.86,265075.72,316834.74,371220.75,369036.41,346549.22,318777.42,307255.00,270621.03,238779.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090065,高雄市,前鎮區,394597.07,355222.74,395865.39,447190.46,481522.76,563418.14,606583.24,559223.75,525407.64,454525.73,407344.57,114117.36,392595.3145,317997.0357,410079.9707,421390.6901,491527.336,558750.2038,624793.6127,514460.0435,512220.0961,440470.6994,416423.8466,406446.899,389810.87,328829.41,389721.31,416330.72,478518.47,541321.61,614250.38,540384.57,529668.56,457847.33,430609.07,391866.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090067,高雄市,前鎮區,250777.21,231402.92,258667.58,287124.49,309632.85,357206.19,380294.61,355472.91,337159.47,289603.04,260514.73,73578.92,231001.2743,188944.9074,253074.9335,254614.4969,297970.8287,332339.4255,379949.6636,311151.2722,314702.8791,274216.5585,261478.1857,237173.3932,229362.92,195381.20,240510.88,251557.14,290084.67,321973.06,373538.11,326830.72,325423.04,285034.44,270385.28,228665.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090069,高雄市,前鎮區,92111.60,83370.15,92873.59,105443.67,109671.47,120428.54,126973.83,121598.74,115582.62,104512.72,97084.00,19245.43,73477.46183,69367.61468,85376.07534,86552.59521,94204.81446,110184.1142,116806.8457,99665.90368,96968.5652,87036.41141,82184.38911,81794.35442,72956.33,71730.58,81137.53,85513.29,91711.57,106747.24,114835.76,104688.24,100271.74,90470.01,84983.95,78860.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090074,高雄市,前鎮區,154929.97,144259.19,163579.84,182444.74,191641.71,238557.83,247624.26,234588.83,226753.47,181439.52,172740.56,72194.46,154669.3273,127882.2495,163932.2949,179877.2985,201438.6374,236297.0003,256219.5291,207348.7784,212505.9161,178273.6592,177147.4892,155962.9552,153572.35,132238.48,155793.78,177717.37,196107.32,228926.40,251895.89,217797.44,219744.80,185306.58,183181.91,150368.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090076,高雄市,前鎮區,70662.55,65499.66,77460.33,79756.58,85954.97,94553.20,99304.47,98048.85,94080.14,84649.31,76325.68,12431.09,29296.39184,20388.595,31986.07758,29354.14839,39111.23621,39032.28918,48867.52704,34082.5992,42109.43779,29599.47652,37081.83016,25039.21509,29088.61,21083.12,30398.11,29001.67,38076.11,37814.79,48042.90,35800.08,43543.87,30767.18,38345.00,24141.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090079,高雄市,前鎮區,155249.07,145612.84,166663.60,186712.60,200486.46,238396.40,247172.46,233546.22,222136.42,189327.13,176030.70,51471.59,148682.0028,116001.0841,167111.9192,160200.4632,189413.7235,211830.5503,240791.5357,181969.656,197299.3292,155753.3967,165947.7031,136770.1028,147627.49,119952.59,158815.55,158276.81,184400.66,205223.11,236728.24,191139.42,204020.21,161897.89,171600.61,131863.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090080,高雄市,前鎮區,215042.69,205516.94,227459.39,261647.92,272464.67,346126.91,366600.39,339517.19,323834.99,256095.13,240272.11,48016.78,211338.7397,190302.8886,236105.58,266128.7881,296327.2905,369004.6613,391957.93,321838.5899,313490.8366,267787.4863,253072.3842,228489.5951,209839.84,196785.44,224383.98,262933.17,288484.63,357494.63,385343.74,338056.59,324169.71,278351.74,261693.14,220293.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090084,高雄市,前鎮區,4357394.65,3830487.01,4735113.79,4874811.99,5410580.58,5693275.58,5805688.14,5797252.80,5538274.17,5278035.93,4896574.14,766815.43,2914075.661,2445663.307,3174755.941,3257203.287,3577691.61,3653086.283,3778306.355,3426942.693,3347025.419,3340132.91,3195327.109,3108719.08,2893407.86,2528973.33,3017143.32,3218091.48,3483003.67,3539138.84,3714548.40,3599632.23,3461039.79,3471901.62,3304173.97,2997202.07,222,219,225,4819,4853,5160,14626,13575,14405,3035,2797,2792,65.9,62,64,
A640090086,高雄市,前鎮區,495675.98,454091.71,520708.86,557234.50,609160.13,724511.82,746825.37,713684.50,670145.63,589398.00,503276.08,76812.73,455368.5376,368114.3694,505119.6198,493877.1015,593462.2263,639556.6879,727897.1282,568727.9979,620079.308,508258.8378,543091.9744,433728.1616,452138.88,380653.96,480042.66,487946.73,577755.53,619607.57,715614.05,597387.18,641201.93,528309.72,561592.07,418169.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090091,高雄市,前鎮區,63364.38,56225.01,68144.54,73607.24,80120.22,90026.54,90619.30,95927.07,105294.92,89374.12,70058.27,3302.61,52528.44293,29797.013,61807.47852,39411.62645,72697.63081,52425.50164,86178.12384,45681.13884,70255.80889,39333.84434,65701.45032,37251.43596,52155.89,30812.03,58739.01,38938.38,70773.60,50790.24,84723.89,47983.09,72649.03,40885.57,67939.53,35915.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090093,高雄市,前鎮區,153738.81,141550.38,167330.54,173044.11,228804.95,226198.22,260320.85,254784.39,209866.19,199414.85,42039.84,31676.88,148453.7943,135441.4596,157819.4491,161612.2152,227558.7477,232167.3891,237043.0103,227351.021,187768.617,199331.9084,146426.4235,149702.5292,147400.90,140055.19,149984.41,159671.61,221536.13,224925.60,233042.97,238807.63,194164.84,207195.58,151414.35,144332.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640100002,高雄市,旗津區,421460.61,389621.72,439447.70,494078.37,542587.29,600797.69,652206.09,599431.27,556477.19,496782.94,419672.36,145217.08,341661.6423,298921.4827,370927.1141,399214.1185,465033.6382,520480.0368,569776.4318,484899.0812,459008.6707,411850.885,364373.3644,366263.7455,339238.44,309104.06,352512.22,394420.44,452725.96,504245.17,560161.60,509333.98,474644.52,428098.46,376785.52,353125.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640100004,高雄市,旗津區,385958.30,347000.60,394167.01,451400.47,505222.23,578502.17,638087.17,591080.12,548657.11,484865.45,403161.39,138094.85,349685.5713,296242.2492,379062.6475,404600.0921,481011.0292,529640.9345,590601.3469,489180.4459,465530.4793,413926.3766,369247.2292,368315.6003,347205.46,306333.56,360243.86,399741.74,468280.49,513120.32,580635.10,513831.09,481388.49,430255.83,381825.41,355103.26,12,12,12,163,175,197,565,605,846,3465,3457,4296,47.1,50.4,70.5,
A640100005,高雄市,旗津區,304514.33,280550.94,315135.52,350725.19,382254.36,425171.87,463846.62,426429.78,392750.58,352012.28,300463.49,105041.14,273903.9776,225256.4471,299775.6058,307888.4189,371965.9183,395431.2523,449549.4421,370286.8583,365121.8575,317002.3721,291863.2665,279313.5179,271961.34,232929.67,284893.07,304191.36,362121.39,383096.92,441963.41,388946.25,377559.51,329508.16,301805.41,269293.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640100007,高雄市,旗津區,41929.58,42177.47,49789.72,58575.04,66193.41,72080.65,74617.80,69101.10,63840.45,57066.74,47452.61,15471.64,13172.08172,11110.48803,13346.3788,15226.63824,18038.1926,20109.04335,21835.88498,18372.165,17064.11149,15139.56216,13141.1256,13748.0963,13078.66,11488.96,12683.79,15043.80,17560.79,19481.80,21467.41,19297.97,17645.39,15736.82,13588.77,13254.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110002,高雄市,小港區,487528.43,434115.06,509278.47,551002.36,635472.84,708146.37,745165.96,718929.10,654941.66,606229.04,481015.83,213400.63,437279.0597,359313.8923,479688.9177,485815.3275,604633.1996,666963.1429,701427.0219,590084.6971,572668.8367,519489.8335,483824.7269,452404.0907,434177.70,371553.70,455874.48,479981.76,588630.85,646159.16,689590.62,619820.08,592176.45,539983.78,500305.92,436175.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110005,高雄市,小港區,272481.88,249882.98,279164.16,315047.47,341413.93,398229.77,430327.45,395475.81,370315.09,318699.31,286698.84,91494.24,252891.5591,218646.2977,278691.7767,292796.9942,334711.0327,378407.96,420014.7822,348112.1595,341338.5029,301715.0395,278262.3823,272556.4044,251097.95,226094.35,264855.96,289281.15,325852.50,366604.62,412927.14,365654.13,352965.99,313617.74,287741.22,262779.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110039,高雄市,小港區,594682.37,547561.22,635276.81,705035.28,803336.06,847492.13,915665.26,872612.53,811883.74,757923.70,641102.76,345791.37,493032.7071,425268.8665,560280.378,593986.6255,709945.3122,729920.01,811287.0824,711265.9265,685509.5277,647205.2427,559683.5815,562410.0098,489535.92,439755.39,532464.93,586854.16,691155.75,707152.27,797596.82,747107.84,708860.99,672737.58,578748.86,542235.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110040,高雄市,小港區,54300.93,51427.87,63306.74,62531.36,79511.61,82753.61,87394.10,86752.44,77082.42,75665.79,39519.63,6358.57,30371.19478,26424.14759,33771.87452,31726.67721,44013.06916,44108.14582,47056.07933,43955.50642,40289.47375,41184.27461,30525.66201,31921.73723,30155.79,27324.27,32095.25,31345.71,42848.21,42732.32,46262.02,46170.50,41661.91,42809.00,31565.50,30776.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
