Region,County,Town,102_1,102_2,102_3,102_4,102_5,102_6,102_7,102_8,102_9,102_10,102_11,102_12,103_1,103_2,103_3,103_4,103_5,103_6,103_7,103_8,103_9,103_10,103_11,103_12,104_1,104_2,104_3,104_4,104_5,104_6,104_7,104_8,104_9,104_10,104_11,104_12,Factory_cnt_102,Factory_cnt_103,Factory_cnt_104,Factory_employee_102,Factory_employee_103,Factory_employee_104,Factory_to_102,Factory_to_103,Factory_to_104,To_employee_102,To_employee_103,To_employee_104,To_factory_102,To_factory_103,To_factory_104,
A650010003,新北市,板橋區,460111.00,434120.30,452603.75,459064.13,665751.27,706850.09,801246.86,838481.84,563027.01,587612.74,310027.80,302035.41,438478.3656,404150.2879,465985.1143,466684.6301,684375.1468,751476.0378,789407.5102,783598.2369,536986.8807,561182.1556,433473.7424,492201.8492,435368.50,417917.42,442851.01,461080.78,666262.33,728035.92,776086.46,823085.10,555279.01,583320.87,448239.76,474545.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010017,新北市,板橋區,702875.88,782950.18,708653.59,865745.52,1000775.48,1252242.64,1190134.25,1470539.13,855821.93,1087392.42,560756.96,700320.30,696467.8916,737460.3256,731537.9822,892774.9017,1047590.747,1330958.907,1171526.379,1345679.429,821125.6089,1031918.761,669282.4724,905626.6726,691528.26,762581.46,695220.35,882054.65,1019864.99,1289443.50,1151757.17,1413490.53,849096.75,1072628.10,692081.17,873139.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010018,新北市,板橋區,992605.89,936804.43,1017852.91,1093104.83,1302057.64,1394124.55,1598921.72,1619489.86,1194112.05,1224120.81,909492.12,956795.93,896659.4509,823892.0324,980618.3533,1025000.549,1299364.042,1374247.344,1494464.69,1402926.405,1025675.096,1087272.604,880525.3723,848889.5496,890299.98,851957.41,931934.98,1012692.56,1264974.80,1331381.68,1469245.98,1473622.28,1060614.09,1130165.66,910519.93,818437.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010019,新北市,板橋區,364161.15,355114.01,354756.05,371901.40,523206.24,567906.40,632359.50,678589.56,443373.88,472468.63,270748.62,275676.09,352061.1901,331896.7504,366608.9251,373684.5853,537079.4683,589081.222,621631.0554,623509.9415,416525.0492,439974.3504,338446.6714,381700.56,349564.23,343202.61,348408.41,369197.46,522865.01,570706.54,611141.19,654929.68,430713.72,457331.40,349975.65,368008.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010021,新北市,板橋區,361798.15,340348.87,371308.34,375799.42,522482.83,610904.26,639179.45,663699.83,500348.14,457991.27,289878.39,199874.95,343259.0015,305981.9908,370207.53,364768.2701,535137.0293,639885.1535,622552.8911,586245.0438,459382.8834,427156.4965,356298.6061,371757.8415,340824.47,316405.08,351828.36,360388.21,520973.98,619925.79,612047.47,615786.94,475031.48,444007.88,368435.70,358422.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010030,新北市,板橋區,491197.41,453319.95,489322.64,527924.17,681228.00,715255.65,893232.00,871666.55,623117.62,620472.85,448135.81,484430.11,448421.8388,406782.2613,485960.6305,515871.617,684793.7558,730422.1116,853384.8922,805329.644,585543.857,625692.0319,478632.0619,444544.7581,445241.45,420639.05,461834.83,509677.14,666669.86,707638.71,838984.24,845911.59,605490.05,650375.67,494936.37,428597.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010031,新北市,板橋區,233429.12,211379.61,237323.17,235033.88,331434.67,388082.41,422584.02,436559.17,337031.86,298911.41,251116.43,236564.05,227412.0179,200860.1713,247134.1288,240638.8402,350875.1147,419651.4409,411519.4558,381627.6274,312682.6277,276363.2608,235418.6769,240637.7996,225799.12,207702.35,234865.01,237749.30,341588.78,406561.63,404575.17,400858.50,323333.97,287265.83,243438.07,232005.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010033,新北市,板橋區,383044.59,357915.48,382897.69,378773.91,530851.55,613322.91,648302.19,678651.72,509153.95,468440.84,324024.10,272347.89,373743.1977,337883.9501,402438.9476,394083.5619,572979.3214,678913.0971,659056.0831,625400.3886,483139.5568,451026.6843,376560.9614,400718.8609,371092.46,349393.76,382459.63,389351.49,557814.73,657736.37,647934.68,656915.39,499597.41,468819.75,389388.28,386344.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010044,新北市,板橋區,465646.89,412122.84,465621.15,461831.02,620484.20,741081.97,776451.51,797110.15,635885.70,516633.56,431137.56,382878.35,458934.952,405314.3257,482416.7842,448702.0592,632103.4223,806868.7634,782366.2507,701184.6018,590191.4787,495232.8451,461795.5571,469899.1286,455680.00,419121.11,458466.92,443314.14,615374.04,781700.83,769164.02,736518.50,610295.99,514769.85,477526.34,453042.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010045,新北市,板橋區,302649.72,279105.57,300949.76,296403.32,425345.74,448654.68,505919.85,521437.78,373678.69,372130.31,152642.60,114921.55,301012.6231,264561.4753,316781.3878,299074.7461,451283.3707,479707.1549,501512.4343,479075.8537,356232.3724,341137.6808,286861.1119,312473.4832,298877.72,273573.60,301054.59,295483.52,439339.61,464744.08,493049.54,503217.31,368367.21,354595.61,296632.86,301264.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010046,新北市,板橋區,552831.13,513172.28,560446.16,566186.03,795048.50,891860.18,936182.52,956455.01,739019.55,684845.26,561109.55,561582.22,556360.5134,491912.0376,593062.6848,581617.7021,807716.2586,933191.7118,947319.9523,899191.5129,695014.6031,641414.2194,543387.2849,563453.16,552414.58,508668.72,563619.74,574633.76,786339.07,904083.50,931334.17,944503.32,718689.85,666718.10,561897.44,543240.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010049,新北市,板橋區,337662.34,320553.05,327536.57,357432.93,456731.24,486550.02,607200.77,618538.69,395854.84,423248.88,221098.48,254375.51,325859.6079,303910.8529,341639.2615,352015.4367,509009.2048,525511.0652,590377.0012,582311.7683,375763.2065,415331.4079,307187.4574,331405.4366,323548.48,314263.39,324678.38,347788.51,495537.66,509119.27,580414.54,611655.46,388563.35,431716.29,317651.61,319517.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010054,新北市,板橋區,599157.73,531557.94,602308.18,597608.76,769617.31,894219.69,943430.44,944345.35,787526.03,688352.65,575462.80,516778.64,598899.4065,511970.6919,627321.283,597748.0721,817262.0598,993309.9253,953598.9081,858091.3032,746278.4612,663021.4223,614711.2381,619432.3855,594651.77,529410.66,596177.55,590570.44,795632.23,962326.50,937507.17,901332.00,771699.98,689177.71,635651.00,597211.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010055,新北市,板橋區,371909.51,384113.03,371729.28,407865.93,539730.22,610503.69,652354.88,715557.89,480872.73,521431.03,185120.08,158181.55,378374.9681,379914.5727,413580.7173,416515.6921,597170.2434,672627.9811,672977.8392,674934.6043,481869.4135,488921.2196,386026.7259,443169.5461,375691.38,392856.13,393048.26,411514.26,581365.41,651647.30,661621.51,708945.72,498284.00,508209.23,399176.49,427272.02,11,11,13,123,141,150,399,424,421,3247,3007,2807,36.3,38.5,32.4,
A650010056,新北市,板橋區,453470.99,449915.51,446688.55,506178.90,612600.96,679818.65,797500.66,849973.56,542463.06,612263.68,316429.01,360857.00,437784.9275,426427.8465,463534.5128,495840.0522,671235.3358,725479.8728,780701.6104,803669.2539,505030.6308,591159.3221,411427.8908,498627.3676,434679.98,440953.85,440522.07,489886.11,653470.28,702850.63,767527.47,844167.53,522234.19,614480.64,425442.93,480740.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010058,新北市,板橋區,318541.83,286991.92,311739.22,322337.30,439646.50,443262.57,577583.98,560181.68,384927.45,386383.88,214308.14,221712.51,310758.0717,274803.5455,333161.4033,326462.2495,479061.9649,475679.1634,566277.2337,539751.5414,367381.4266,387376.7145,295826.4917,301219.9009,308554.05,284164.56,316621.41,322542.16,466383.01,460841.73,556721.45,566950.55,379896.05,402658.78,305903.64,290414.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010059,新北市,板橋區,210100.33,185314.79,207701.40,202393.10,278141.67,338516.54,358909.39,369000.12,296394.81,238801.49,199408.89,175054.66,214302.2078,181253.6455,223351.254,205063.8836,297569.0039,380659.3558,378266.287,324434.231,281324.329,231298.8,218495.311,212193.0604,212782.29,187427.94,212262.85,202601.52,289693.48,368785.79,371883.14,340783.03,290907.47,240423.57,225938.22,204581.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010060,新北市,板橋區,465204.22,457442.07,465531.77,489179.92,656640.98,719759.99,791255.90,845990.43,576818.89,605005.46,252824.66,214112.60,454192.5369,421502.9694,486397.2256,484610.0953,701292.6592,772017.076,783468.2568,773656.8124,550642.9936,554831.8269,440771.9726,501036.9758,450971.22,435861.21,462249.75,478791.00,682732.10,747936.24,770247.43,812642.71,569400.31,576720.02,455786.60,483063.61,4,4,4,18,13,19,46,46,47,2541,3567,2497,11.4,11.6,11.9,
A650010062,新北市,板橋區,338054.66,318234.58,342156.99,345848.45,493128.45,552695.81,586771.27,619151.56,458127.00,434235.26,295354.15,271692.95,332648.7191,300086.5456,361918.9064,354037.3555,510338.3318,586535.1239,581387.7397,555568.5453,433519.7163,412279.1884,344375.1126,364688.9955,330289.44,310308.81,343951.23,349786.15,496831.61,568239.86,571576.97,583564.60,448287.30,428543.66,356106.04,351606.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010063,新北市,板橋區,305049.97,298382.75,292173.24,335652.91,413839.18,469152.91,559920.85,585052.41,367807.74,412073.72,256523.53,291943.57,283884.7956,278224.8508,298415.0923,330371.673,439369.2388,484297.6005,523225.456,528976.009,324064.7913,380239.5949,256798.3707,287021.7605,281871.37,287702.41,283600.10,326404.64,427740.80,469191.34,514396.16,555632.02,335103.86,395240.10,265546.05,276725.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010072,新北市,板橋區,331357.72,309773.18,334713.52,338113.48,495274.69,549534.64,583716.67,607966.12,449240.89,426548.49,243433.48,196873.81,331605.3994,297590.6178,355376.1999,348895.2502,517817.6407,598580.1743,590064.3147,564869.2756,426069.2905,404660.2756,331399.1895,352748.3881,329253.52,307727.86,337733.34,344705.79,504112.97,579909.20,580107.13,593334.01,440583.08,420624.18,342688.10,340094.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010074,新北市,板橋區,369333.29,341513.74,372131.71,362575.10,502599.90,593871.26,636784.04,659604.78,505647.90,433858.80,314399.10,244725.28,360326.0478,314303.6293,386643.2194,369961.0944,537014.8378,647008.5161,633037.7301,576424.9074,477642.7811,412625.2271,367047.9948,369836.374,357770.47,325010.19,367448.09,365518.68,522802.09,626826.96,622355.38,605471.95,493913.39,428903.35,379551.26,356569.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010075,新北市,板橋區,373352.05,342975.00,359133.06,372539.40,506601.83,527317.46,650114.20,650705.17,443742.13,449758.34,269838.17,269172.42,371738.2478,326507.9757,391752.0714,378963.1795,556217.9309,565572.258,643824.8296,609707.2052,422227.7212,430042.0895,353256.842,365118.2436,369101.73,337630.27,372303.31,374412.67,541496.95,547930.87,632960.45,640431.40,436610.65,447007.31,365290.32,352020.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010002,新北市,板橋區,347010.21,335596.95,339596.80,356327.35,498836.47,544873.96,597741.65,639015.00,430358.79,455942.05,240838.09,223909.74,338129.511,318857.369,357711.5707,364762.3894,510442.3651,560225.9659,588273.6578,591573.1323,395646.978,416260.428,324947.7151,376202.4915,335731.36,329719.05,339952.77,360382.40,496932.89,542751.34,578346.69,621383.52,409124.45,432681.96,336016.86,362707.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010004,新北市,板橋區,485653.50,475645.61,486796.99,560695.63,686879.50,770060.26,883872.63,922181.28,606739.18,681825.46,440837.92,518621.45,451419.8318,436857.0037,477892.5036,537358.173,697552.2652,791412.6652,869771.6343,860227.9823,566291.0617,635676.0125,444422.0452,445056.1738,448218.18,451738.27,454167.25,530905.69,679090.70,766726.84,855094.46,903576.35,585581.42,660753.52,459561.01,429090.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010005,新北市,板橋區,506273.74,502279.64,505594.66,541577.06,748203.48,806395.21,912006.06,987927.18,647464.04,710582.92,356750.86,387564.37,485867.2669,474344.3985,516447.1623,554281.0291,751958.6151,845174.9334,871336.8977,905575.417,591465.2678,663424.9818,472134.4974,565326.5115,482421.30,490502.65,490807.84,547625.34,732057.12,818812.15,856633.31,951208.92,611613.17,689597.19,488217.47,545046.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010006,新北市,板橋區,376443.77,343331.11,373064.12,396412.52,533888.76,552576.05,698306.27,676003.16,483011.75,487763.66,344881.85,359100.04,354812.0504,313705.3687,385724.3517,379219.0823,539945.8301,545847.6046,700992.4079,634955.7667,452568.9556,459579.2253,356477.7826,338358.1569,352295.58,324391.55,366574.84,374665.50,525655.51,528821.47,689163.34,666952.28,467985.44,477709.69,368620.98,326220.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010027,新北市,板橋區,426836.81,434511.36,412697.52,455882.28,613132.86,707751.61,740861.24,845161.60,510151.41,583314.31,370825.08,405037.09,406262.538,391864.2154,420299.8738,457869.5404,627348.6515,735354.1007,716957.7693,763315.1277,476216.2742,547076.9095,375668.9377,458312.4991,403381.16,405212.83,399433.84,452371.54,610745.11,712416.86,704859.29,801779.89,492438.29,568659.17,388465.87,441871.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010028,新北市,板橋區,470285.68,497879.35,451740.92,545028.50,708228.44,808253.81,897820.28,1013588.20,573185.57,690170.52,166969.14,221809.81,446851.8437,460927.1102,462858.5229,523237.6265,724936.913,835978.6933,861728.3458,893620.22,529886.2977,616367.0536,422208.9603,495986.2443,443682.59,476628.31,439879.64,516954.70,705750.58,809902.76,847186.90,938651.28,547936.55,640682.82,436591.25,478194.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010040,新北市,板橋區,468752.39,467206.48,473899.65,537440.70,647896.72,746949.01,820995.42,909528.93,583261.75,650569.56,345898.23,370145.86,449621.2052,441754.4356,491286.0228,538574.0733,689966.5295,793288.7853,785875.295,837350.9741,534743.4131,636229.1511,448014.6454,522340.6379,446432.31,456802.53,466895.84,532106.99,671705.73,768544.44,772613.85,879546.53,552959.12,661328.48,463275.99,503603.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010042,新北市,板橋區,416294.54,426205.74,415669.17,461765.82,590966.46,672185.09,719295.35,797030.16,519730.05,565351.79,255515.43,247110.79,412556.1448,389351.0644,428588.4552,433373.7501,619473.8042,695409.1228,698356.223,702315.1229,491731.9812,500213.0647,387816.2857,447290.4422,409630.13,402614.07,407310.93,428169.89,603078.68,673717.85,686571.64,737705.99,508482.53,519946.54,401027.01,431245.09,13,11,10,128,77,65,384,286,212,2997,3716,3269,29.5,26,21.2,
A650010043,新北市,板橋區,681692.03,681332.47,691925.88,800531.65,941227.18,1070085.56,1197254.02,1274954.43,851013.75,971669.87,645123.04,779129.32,632706.9331,613637.0206,648262.176,739579.929,926470.6165,1055347.002,1123029.089,1133257.276,760412.1265,858065.4867,594286.3687,660568.2033,628219.52,634540.19,616078.82,730699.21,901950.45,1022428.51,1104078.26,1190364.06,786315.10,891916.29,614530.37,636872.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010050,新北市,板橋區,361613.80,350879.94,362510.15,377579.83,533842.36,585204.13,645413.59,684486.81,471418.73,488437.61,193586.68,154143.14,376750.0233,348555.8388,405304.4786,403636.9469,597622.8831,658092.7672,669502.6259,657707.1932,474977.2605,485805.4376,375899.5519,433475.9958,374077.96,360429.18,385182.90,398790.16,581806.07,637565.47,658204.94,690850.19,491157.07,504970.53,388704.34,417926.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010052,新北市,板橋區,533814.78,521899.61,544858.40,570451.18,770260.70,898536.17,908650.45,974370.12,714284.26,690408.12,562011.38,569157.88,509030.5804,463424.9334,541488.7464,540929.2943,763882.3306,908006.3576,878944.555,853194.1778,647870.9043,614549.7466,509793.8738,547409.1126,505420.33,479211.22,514606.22,534433.93,743665.26,879683.73,864112.59,896188.10,669940.23,638793.82,527159.69,527772.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010053,新北市,板橋區,362835.56,367988.35,375995.28,408139.40,529339.64,633613.91,631640.55,694694.38,498075.85,492213.84,388940.68,403888.40,391322.3663,367806.7193,420344.2467,425353.6059,577895.2679,690134.1762,663962.5587,652265.1853,493611.8351,471195.8768,389829.5549,423764.7922,388546.95,380335.83,399476.01,420246.05,562600.57,668607.44,652758.36,685133.95,510426.42,489784.62,403108.86,408563.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010061,新北市,板橋區,323917.35,287197.02,323191.49,318727.74,447657.81,547602.00,577440.45,591685.47,470603.16,378970.34,310344.96,264464.40,322346.1591,277180.0609,335280.2444,315775.2017,459855.6772,601745.3529,585008.5296,523501.3657,438951.3123,369846.3979,333484.05,332191.2765,320059.95,286622.03,318635.06,311983.44,447685.04,582975.65,575136.66,549881.50,453903.92,384436.89,344843.98,320274.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010070,新北市,板橋區,258124.85,231660.63,258254.09,251282.13,355005.33,423708.14,450632.76,461730.28,359029.71,299017.16,226264.05,181725.50,251678.0826,219723.2133,266150.4134,251260.2194,365640.406,455072.2194,444019.8313,401983.8427,335357.1055,289208.7542,258247.4875,259245.6257,249893.08,227207.95,252937.22,248243.14,355963.29,440877.56,436527.11,422240.50,346780.84,300618.08,267044.53,249945.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010071,新北市,板橋區,476097.61,449161.14,484671.22,495880.26,696672.24,755394.03,826862.18,856285.03,629686.75,635616.98,306514.10,262836.04,468223.8929,419509.6796,518860.9776,514236.1689,747065.5132,813315.7175,835592.4289,805744.2798,620874.5873,608703.9443,492757.2268,538424.3689,464903.06,433800.02,493101.82,508061.33,727293.52,787946.69,821492.02,846347.12,642024.30,632717.40,509542.70,519109.83,12,11,11,127,102,118,243,236,232,1917,2311,1964,20.3,21.4,21.1,
A650010073,新北市,板橋區,517571.65,466670.96,520289.74,555305.53,670819.06,760515.41,927332.21,837868.20,678003.79,635894.80,476739.06,440752.41,489017.9629,429726.4612,529702.9854,545197.9109,675079.5988,767268.6011,891835.4658,761088.9582,633200.9184,605690.1394,496833.3463,548907.742,485549.65,444364.83,503405.57,538651.29,657212.80,743335.88,876785.97,799441.54,654770.52,629584.70,513757.67,529217.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010090,新北市,板橋區,505242.24,464586.52,505223.46,553498.29,655932.70,744968.74,887543.55,795517.76,682603.26,631311.76,483737.50,438169.64,493094.9284,425190.7475,521205.5134,567215.6148,680220.386,772373.1941,884069.8531,761620.7789,641403.9086,628669.3849,499156.3157,547732.939,489597.70,439674.61,495329.96,560404.61,662217.53,748281.25,869151.40,800000.16,663252.94,653470.48,516159.77,528084.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010092,新北市,板橋區,428275.87,459624.12,422291.71,478599.55,606114.87,709929.77,723200.27,802820.92,551899.90,602198.27,398471.59,409800.31,458079.1221,432048.1155,481953.1677,492214.1633,674351.1495,769830.6673,756130.8348,757576.3068,555131.7953,552030.7594,439246.2939,496267.0992,454830.24,446765.57,458026.32,486303.76,656503.63,745818.03,743371.32,795751.88,574042.02,573808.45,454208.95,478464.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010093,新北市,板橋區,353073.43,372311.74,356078.32,406828.32,514199.46,634748.97,614064.48,699265.91,457925.57,510669.72,310878.86,343828.47,361918.5123,363868.1154,393801.128,429725.8165,567468.9015,692025.8515,632858.8414,664271.1158,468367.3046,496409.3325,376852.8678,444526.9078,359351.64,376263.06,374250.64,424565.76,552450.15,670440.11,622179.51,697744.88,484321.95,515992.75,389690.13,428580.69,15,13,12,133,126,116,733,765,630,5511,6074,5427,48.9,58.9,52.5,
A650010095,新北市,板橋區,843587.36,792734.14,904770.82,1018996.72,1228934.12,1387236.07,1643914.63,1515211.15,1249900.50,1175165.63,881819.96,798995.56,785218.4564,705866.026,857522.3185,956710.6891,1236178.922,1374767.086,1554532.133,1355849.701,1130107.171,1101739.657,897642.614,966732.9162,779649.37,729910.92,814950.12,945222.71,1203461.95,1331885.21,1528299.80,1424173.30,1168603.58,1145203.44,928220.26,932053.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A6500100A4,新北市,板橋區,276801.87,250082.29,272817.57,303330.32,358761.95,426767.03,533947.31,467760.58,392014.08,346390.91,264490.66,245521.25,273688.4188,236609.1927,285037.683,310581.77,377416.0322,444582.7302,531066.0236,438923.9282,358238.6788,334208.854,265167.1533,291943.3079,271747.31,244669.14,270886.82,306852.37,367427.26,430715.26,522104.42,461042.06,370441.86,347393.44,274199.91,281470.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A6500100A5,新北市,板橋區,567023.49,540891.23,578412.87,602944.10,749158.71,867623.01,922421.76,974785.36,761834.18,689202.31,579641.03,549089.65,540833.8219,470552.4489,589237.6803,579713.2235,789918.6843,917742.777,905903.2663,860948.4087,736528.5751,658683.4172,573250.5413,599186.0004,536998.01,486581.53,559984.63,572752.15,769012.53,889116.45,890616.38,904333.08,761617.97,684668.57,592777.97,577691.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A6500100A6,新北市,板橋區,580616.08,529332.09,564064.86,621836.26,735128.51,866047.30,1061924.33,946347.50,800050.03,723912.21,554850.88,521502.59,583234.4341,495878.7829,592461.204,642221.4794,774364.237,907987.2723,1065456.629,900692.1436,740158.8229,707630.3537,559516.4256,622231.0709,579097.90,512770.59,563048.12,634509.82,753869.75,879665.24,1047477.32,946079.57,765371.88,735546.47,578576.01,599910.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A6500100A8,新北市,板橋區,1683027.98,1491417.24,1687941.89,1667116.45,2073786.22,2476897.38,2589759.17,2614641.00,2236640.83,1987211.93,1697309.53,1556825.87,1907471.78,1672354.218,1944326.215,1811160.815,2352935.537,2976161.733,2960426.756,2643466.087,2354236.079,2056648.24,1956779.901,2003376.263,1893943.22,1729321.94,1847799.00,1789412.78,2290662.25,2883328.99,2910470.31,2776674.89,2434431.69,2137783.30,2023436.41,1931510.48,4,4,0,17,15,0,29,55,0,1713,3636,0,7.3,13.6,0,
A650010012,新北市,板橋區,832136.67,753787.43,841667.12,835459.43,1050612.38,1162875.80,1224329.68,1226155.73,997606.00,903864.03,767948.92,731149.92,780037.8736,679315.2035,828591.68,788427.6825,1055396.845,1203090.152,1194599.085,1069824.951,899424.1568,816157.5025,723905.1058,751546.1341,774505.53,702455.66,787455.76,778960.41,1027464.49,1165563.24,1174440.53,1123735.27,930062.49,848355.03,748564.49,724586.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010014,新北市,板橋區,531773.88,585695.74,527743.35,661172.39,731128.62,930290.74,871569.19,1098517.39,614876.43,840504.75,136605.30,210168.67,526925.9114,575142.1933,559108.9308,690357.9317,795840.0915,1016609.818,884368.4213,1043986.238,626321.8207,821314.4117,506412.2566,691886.7009,523188.74,594734.06,531351.64,682068.26,774777.22,984899.62,869444.93,1096594.50,647657.09,853715.38,523662.88,667067.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A650010015,新北市,板橋區,360968.76,359181.50,369975.16,395726.12,520116.32,616231.14,630923.33,670832.06,496312.30,465955.12,285795.57,201741.31,335284.7952,301417.2557,363334.1889,363850.7021,533785.5303,654735.9821,625904.4274,598538.2005,462458.8427,434481.4559,358335.4909,377345.587,332906.82,311684.85,345296.25,359481.66,519658.25,634313.39,615342.45,628699.57,478212.22,451621.81,370541.97,363809.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
